id,sort_name,name,CreatorURL,gender,biography,date,CreatorArt
6406,"Konishi, Hirosada",Konishi Hirosada,https://art.thewalters.org/browse/creator/konishi-hirosada,male,," (Japanese, 1810-1864)",24743|19345|14984|26192|2373|24450|7585|15793|28896|33961|37730|10699|32116|36795|19138|9076|20566|26903|35536|23015|26551|37178|9768|38364|27528|7073|11834|14583|30405|18820|31267|6011|9941|30728|14750|21934|1977
6767,Konobu,Konobu,https://art.thewalters.org/browse/creator/konobu,male,, (Japanese),33546
2851,Korean,Korean,https://art.thewalters.org/browse/creator/korean,,,,30125|33771|21561|32046|32632|21734|18011|14962|4176|26604|10477|23527|38023|38501|18994|25524|11780|10121|27291|10135|20767|38468|12906|32140|10847|28554|33014|32233|24988|12550|485|3878|7746|18163|38108|40741|26427|40284
1890,Koretomo,Koretomo,https://art.thewalters.org/browse/creator/koretomo,male,," (Japanese, active ca. 1850)",35386|467|79551
6068,"Korin, Ogata",Ogata Korin,https://art.thewalters.org/browse/creator/ogata-korin,male,," (Japanese, 1658-1716)",39210
6055,Koryu,Koryu,https://art.thewalters.org/browse/creator/koryu,male,," (Japanese, Japanese)",9597
14983,Koshiheiya Heisuke,Koshiheiya Heisuke,https://art.thewalters.org/browse/creator/koshiheiya-heisuke,,,,36310
14984,Koshiki,Koshiki,https://art.thewalters.org/browse/creator/koshiki,,,,3838
36528,"Kosrof, Wosene Woke",Wosene Worke Kosrof,https://art.thewalters.org/browse/creator/wosene-worke-kosrof,,," (Ethiopian, born 1950)",103751
14985,Koyama Hangoro,Koyama Hangoro,https://art.thewalters.org/browse/creator/koyama-hangoro,,,,25900|8273
2866,"Kozan, Miyagawa",Miyagawa Kozan,https://art.thewalters.org/browse/creator/miyagawa-kozan,male,," (Japanese, 1842-1916)",6259|15457|26550|16302|35923|2332|12722
2163,"Krafft, Johann Peter",Johann Peter Krafft,https://art.thewalters.org/browse/creator/johann-peter-krafft,male,," (Austrian, 1780-1856)",36349
3235,"Kramer, Reuben Robert",Reuben Robert Kramer,https://art.thewalters.org/browse/creator/reuben-robert-kramer,male,," (American, 1909-1999)",9315|5039
15539,"Kreischmann, Fredolin",Fredolin Kreischmann,https://art.thewalters.org/browse/creator/fredolin-kreischmann,,," (French, active ca. 1895)",20081
2583,"Kreiser, Conrad",Conrad Kreiser,https://art.thewalters.org/browse/creator/conrad-kreiser,,,,984
8394,"Kreizer, Conrad",Conrad Kreizer,https://art.thewalters.org/browse/creator/conrad-kreizer,,,,31806
3287,Kremlin Armory Workshops,Kremlin Armory Workshops,https://art.thewalters.org/browse/creator/kremlin-armory-workshops,,, (Russian),33503|38332
6953,Kresilas,Kresilas,https://art.thewalters.org/browse/creator/kresilas,male,," (Greek, active ca. 450 BC-420 BC)",90259
31617,"Krestos, Mätre",Mätre Krestos,https://art.thewalters.org/browse/creator/mtre-krestos,,,,31912|27629|25517|24635|36576|17326|37710|39932|4181|37171|5568|7717|24468|34050|8691|34575|16845|12303|33952
6687,"Kreutzinger, Joseph",Joseph Kreutzinger,https://art.thewalters.org/browse/creator/joseph-kreutzinger,male,," (German, 1757-1829)",4809
5240,"Kronnowetter, Carl",Carl Kronnowetter,https://art.thewalters.org/browse/creator/carl-kronnowetter,male,," (German, 1795-1837)",21636
2377,Krys,Krys,https://art.thewalters.org/browse/creator/krys,,,,31806
18993,"Krüger, Franz",Franz Krüger,https://art.thewalters.org/browse/creator/franz-krger,male,," (German, 1797-1857)",82310
18246,Kuan-pao,Kuan-pao,https://art.thewalters.org/browse/creator/kuan-pao,,," (Chinese, died 1776)",6721
5115,"Kuehn, Joseph",Joseph Kuehn,https://art.thewalters.org/browse/creator/joseph-kuehn,,,,23391
2532,Kuisada III,Kunisada III,https://art.thewalters.org/browse/creator/kunisada-iii,male,," (Japanese, 1848-1920)",493|7404|18611|6450
15557,"Kulmbach, Hans von",Hans von Kulmbach,https://art.thewalters.org/browse/creator/hans-von-kulmbach,male,," (German, ca. 1485-1522)",30908|23436
34674,"Kunckel, Johann",Johann Kunckel,https://art.thewalters.org/browse/creator/johann-knuckle,,," (German, ca. 1637 - 1703)",6604
6110,"Kunihiro, Horikawa",Horikawa Kunihiro,https://art.thewalters.org/browse/creator/horikawa-kunihiro,male,, (Japanese),32888
4946,Kunihisa,Kunihisa,https://art.thewalters.org/browse/creator/kunihisa,male,," (Japanese, 1832-1891)",3838|2657
2930,Kunikane,Kunikane,https://art.thewalters.org/browse/creator/kunikane,male,, (Japanese),368|28344
2920,Kunikane school,Kunikane school,https://art.thewalters.org/browse/creator/kunikane-school,,,,32181
3707,Kunikazu,Kunikazu,https://art.thewalters.org/browse/creator/kunikazu,male,," (Japanese, active 1849-1867)",10406|16511|9369|8867
7618,Kunimasa,Kunimasa,https://art.thewalters.org/browse/creator/kunimasa,,,,14657|31864|79152
5412,Kunimitsu,Kunimitsu,https://art.thewalters.org/browse/creator/kunimitsu,male,, (Japanese),4803|79196
6111,"Kunimitsu, Sagami",Sagami Kunimitsu,https://art.thewalters.org/browse/creator/sagami-kunimitsu,male,," (Japanese, Japanese)",2311
4367,Kunimori,Kunimori,https://art.thewalters.org/browse/creator/kunimori,male,," (Japanese, Japanese)",8114|79532
6445,"Kunimune, Uda III",Uda Kunimune III,https://art.thewalters.org/browse/creator/uda-kunimune-iii,male,," (Japanese, Japanese)",14848
8302,"Kunisada, Utagawa",Utagawa Kunisada,https://art.thewalters.org/browse/creator/utagawa-kunisada2,male,," (Japanese, 1786-1864)",22722
16416,Kunisato,Kunisato,https://art.thewalters.org/browse/creator/kunisato,,," (Japanese, died 1858)",21735
2052,Kunishige,Kunishige,https://art.thewalters.org/browse/creator/kunishige,male,," (Japanese, 1803-1853)",6090
6153,Kunishige (s),Kunishige (s),https://art.thewalters.org/browse/creator/kunishige-s,male,," (Japanese, Japanese)",40640
6152,"Kunishige, Hasebe",Hasebe Kunishige,https://art.thewalters.org/browse/creator/hasebe-kunishige,male,," (Japanese, Japanese)",24733
6773,"Kunitoshi, Rai",Rai Kunitoshi,https://art.thewalters.org/browse/creator/rai-kunitoshi,male,," (Japanese, Japanese)",26196
5186,Kunitsuna,Kunitsuna,https://art.thewalters.org/browse/creator/kunitsuna,male,," (Japanese, 1805-1868)",20121
4568,Kuniyasu,Kuniyasu,https://art.thewalters.org/browse/creator/kuniyasu,male,," (Japanese, 1794-1832)",11463|26373|5425
2280,"Kuniyasu, Utagawa",Utagawa Kuniyasu,https://art.thewalters.org/browse/creator/utagawa-kuniyasu,male,," (Japanese, 1794-1832)",32994
3718,"Kuniyoshi, Utagawa",Utagawa Kuniyoshi,https://art.thewalters.org/browse/creator/utagawa-kuniyoshi2,male,," (Japanese, 1798-1861)",36006|102866
7572,"Kunkin, Vasilli Matveev",Vasilli Matveev Kunkin,https://art.thewalters.org/browse/creator/vasilli-matveev-kunkin,,," (Russian, 1726-1761)",31094
5959,"Kuo-tsung, Ho",Ho Kuo-tsung,https://art.thewalters.org/browse/creator/ho-kuo-tsung,,," (Chinese, died 1776)",24136
31573,"Kurliukov, Orest Fedorovich",Orest Fedorovich Kurliukov,https://art.thewalters.org/browse/creator/orest-fedorovich-kurliukov,,," (Russian, fl. 1884-1918)",82389|82402|82403|82473|82492|82508|82411|82460
6675,"Kuroda, Koryo",Kuroda Koryo,https://art.thewalters.org/browse/creator/kuroda-koryo,female,," (Japanese, 1822-1894)",18131
3659,"Kurowa, Katsubumi",Kurowa Katsubumi,https://art.thewalters.org/browse/creator/kurowa-katsubumi,male,," (Japanese, 1845-after 1926)",17182|20957|79672
2327,"Kurowa, Katsutoshi",Kurowa Katsutoshi,https://art.thewalters.org/browse/creator/kurowa-katsutoshi,male,," (Japanese, active ca. 1750)",443
4576,"Kurzbauer, Eduard",Eduard Kurzbauer,https://art.thewalters.org/browse/creator/eduard-kurzbauer,male,," (German, 1840-1879)",13931
6157,"Kusakabe, Takanobu",Kusakabe Takanobu,https://art.thewalters.org/browse/creator/kusakabe-takanobu,male,," (Japanese, active ca. 1800-1825)",40493
1985,"Kusakari, Kiyosada I",Kusakari Kiyosada I,https://art.thewalters.org/browse/creator/kusakari-kiyosada-i,male,," (Japanese, ca. 1742-1785)",36108
6217,"Kusakari, Kiyosada II",Kusakari Kiyosada II,https://art.thewalters.org/browse/creator/kusakari-kiyosada-ii,male,," (Japanese, 1805-1832)",36108
2776,Kutani,Kutani,https://art.thewalters.org/browse/creator/kutani,,,,33330|25691|4025|39517|29365|1623|33117|10064|1586|12544
14986,Kuwamasa(?),Kuwamasa(?),https://art.thewalters.org/browse/creator/kuwamasa,,,,80573|80574
2979,"Kuzmichev, Antip Ivanovich",Antip Ivanovich Kuzmichev,https://art.thewalters.org/browse/creator/antip-ivanovich-kuzmichev,male,," (Russian, active ca. 1893-1917)",82505|82500|82463|82514|82517|82352|82342|82507|82516
4542,"Kyoju, Baitaden",Baitaden Kyoju,https://art.thewalters.org/browse/creator/baitaden-kyoju,,," (Japanese, active ca. early 19th century)",28086
6067,"Kyuhaku, Koma",Koma Kyuhaku,https://art.thewalters.org/browse/creator/koma-kyuhaku,male,, (Japanese),24493
3944,Kyukoku,Kyukoku,https://art.thewalters.org/browse/creator/kyukoku,male,," (Japanese, active early 19th century)",2485
3327,Kyôrin,Kyôrin,https://art.thewalters.org/browse/creator/kyrin,male,," (Japanese, 19th century)",6068
2136,"Kändler, Johann Joachim",Johann Joachim Kändler,https://art.thewalters.org/browse/creator/johann-joachim-kndler,male,," (German, 1706-1775)",25756|28739|12133|10875|6559
4557,"Kôno, Haruaki",Kôno Haruaki,https://art.thewalters.org/browse/creator/kno-haruaki,male,," (Japanese, 1787-1857)",31537|864|15688|25471|26755
6128,"Kôno, Toyotoshi",Kôno Toyotoshi,https://art.thewalters.org/browse/creator/kno-toyotoshi,male,," (Japanese, ca. 1850)",27641
4496,"L'Epine, Jean-Louis",Jean-Louis L'Epine,https://art.thewalters.org/browse/creator/jean-louis-lepine,,," (French, 1720-1814)",37742
7118,"La Farge, John",John La Farge,https://art.thewalters.org/browse/creator/john-la-farge,male,," (American, 1835-1910)",30083|12936|36507
5422,"La Hyre, Laurent de",Laurent de La Hyre,https://art.thewalters.org/browse/creator/laurent-de-la-hyre,male,," (French, 1606-1656)",31752|19242
7225,"La Touche, Gaston",Gaston La Touche,https://art.thewalters.org/browse/creator/gaston-la-touche,male,," (French, 1854-1913)",24883
21301,"La Tour du Pin, Patrice de",Patrice de La Tour du Pin,https://art.thewalters.org/browse/creator/patrice-de-la-tour-du-pin,,," (French, 1911 - 1975)",87716
3696,"Labenwolf, Pankraz",Pankraz Labenwolf,https://art.thewalters.org/browse/creator/pankraz-labenwolf,male,," (German, 1492-1563)",18923
2086,"Labrouste, Henri",Henri Labrouste,https://art.thewalters.org/browse/creator/henri-labrouste,male,," (French, 1801-1875)",27063
8451,"Lacroix, Charles François",Charles François Lacroix,https://art.thewalters.org/browse/creator/charles-franbois-lacroix,,,,27604
5545,"Laertius, Diogenes",Diogenes Laertius,https://art.thewalters.org/browse/creator/diogenes-laertius,male,," (Greek, -225-)",12883
15471,"Lafeuille, Jacques de",Jacques de Lafeuille,https://art.thewalters.org/browse/creator/jacques-de-lafeuille,,, (French),39385
8671,Lal,Lal,https://art.thewalters.org/browse/creator/lal-lal,,," (Indian, active ca. 1570-ca. 1604)",19379|15156|7538
2972,"Lalique, René",René Lalique,https://art.thewalters.org/browse/creator/renc-lalique,male,," (French, 1860-1945)",5299|12197|1693|14327|964|39518|22964|32771|23250|29747|9054|26096|6401|1997|23431|8031
31446,Lambayeque (Sicán),Lambayeque (Sicán),https://art.thewalters.org/browse/creator/lambayeque-sicn,,,,79367|14246|80447
5702,"Lambdin, James Reid",James Reid Lambdin,https://art.thewalters.org/browse/creator/james-reid-lambdin,male,," (American, 1807-1889)",17213|18323
4537,"Lambert, Henri-Lucien",Henri-Lucien Lambert,https://art.thewalters.org/browse/creator/henri-lucien-lambert,male,," (French, French)",21053|31044
34169,"Lamelin, Jean",Jean Lamelin,https://art.thewalters.org/browse/creator/jean-lamelin,,,,14643
2917,"Lami, Eugène Louis",Eugène Louis Lami,https://art.thewalters.org/browse/creator/eugrne-louis-lami,male,," (French, 1800-1890)",22331|79178
5147,"Landelle, Charles",Charles Landelle,https://art.thewalters.org/browse/creator/charles-landelle,male,," (French, 1821-1908)",30955
15364,"Landre, J.",J. Landre,https://art.thewalters.org/browse/creator/j-landre,,, (Dutch),19802
20944,"Lane, John",John Lane,https://art.thewalters.org/browse/creator/john-lane,,," (English, 1854 - 1925)",85421
5021,"Lanfranco, Girolamo the elder",Girolamo Lanfranco the elder,https://art.thewalters.org/browse/creator/girolamo-lanfranco-the-elder,male,," (Italian, active 1540-ca. 1560)",8033
15502,"Langenhove, Elisabeth van",Elisabeth van Langenhove,https://art.thewalters.org/browse/creator/elisabeth-van-langenhove,,,,18300
7359,Langobardic,Langobardic,https://art.thewalters.org/browse/creator/langobardic,,,,4235|3956|20023|32966|8699|8633|10246|3966|23314|9956|28117|40115|28360|39342|27217
6813,"Lanman, Charles",Charles Lanman,https://art.thewalters.org/browse/creator/charles-lanman,,," (American, 1819–1895)",22910|27111|23379|4411|10887|11459|20541|9129|27497
3510,"Lansere, Yevgeny",Yevgeny Lansere,https://art.thewalters.org/browse/creator/yevgeny-lansere,male,," (Russian, 1848-1886)",37190
8357,Laotian,Laotian,https://art.thewalters.org/browse/creator/laotian,,,,20000
3538,"Larue, André-Léon",André-Léon Larue,https://art.thewalters.org/browse/creator/andrc-lcon-larue,male,," (French, 1785-ca.1834)",14232
1856,"Lastricati, Zanobi",Zanobi Lastricati,https://art.thewalters.org/browse/creator/zanobi-lastricati,male,," (Italian, 1508-1590)",5206
34220,"Lathem, Lieven van",Lieven van Lathem,https://art.thewalters.org/browse/creator/lieven-van-lathem,,," (Netherlandish, active 1454 - 1493)",39699
3796,"Laudin, Jacques I",Jacques Laudin I,https://art.thewalters.org/browse/creator/jacques-laudin-i,male,," (French, ca. 1627-1695)",760|33540|77473
2426,"Laudin, Jacques II",Jacques Laudin II,https://art.thewalters.org/browse/creator/jacques-laudin-ii,,," (French, active 1663-1729)",24989
3501,"Laurana, Francesco",Francesco Laurana,https://art.thewalters.org/browse/creator/francesco-laurana,male,," (Italian, ca. 1420-1502)",1669
2709,"Laurentii, Nicolaus",Nicolaus Laurentii,https://art.thewalters.org/browse/creator/nicolaus-laurentii,,,,8640|90309|90310
4295,"Lawrence, Thomas P. R. A. Sir","Sir Thomas Lawrence, P. R. A.",https://art.thewalters.org/browse/creator/sir-thomas-lawrence-p-r-a,male,," (British, 1769-1830)",12523
5681,"Le Brun, Charles",Charles Le Brun,https://art.thewalters.org/browse/creator/charles-le-brun,male,," (French, 1619-1690)",31004
15464,"Le Faucheur, Alexandre",Alexandre Le Faucheur,https://art.thewalters.org/browse/creator/alexandre-le-faucheur,,, (French),39881
5949,"Le Gregoire, Jean-Louis",Jean-Louis Le Gregoire,https://art.thewalters.org/browse/creator/jean-louis-le-gregoire,,," (French, 1840-1890)",12418
5946,"Le Lorrain, Robert",Robert Le Lorrain,https://art.thewalters.org/browse/creator/robert-le-lorrain,male,," (French, 1666-1743)",19575|23982
15319,"Le Marchand, David",David Le Marchand,https://art.thewalters.org/browse/creator/david-le-marchand,male,," (French, 1674-1726)",899
6866,"Le Paon, Jean Baptiste",Jean Baptiste Le Paon,https://art.thewalters.org/browse/creator/jean-baptiste-le-paon,male,," (French, 1738-1785)",21793
32780,"Le Riche, Josse-François-Joseph",Josse-François-Joseph Le Riche,https://art.thewalters.org/browse/creator/josse-franbois-joseph-le-riche,,," (French, 1738 or 1741-1812)",32307
7383,"Le Roy, Basile Charles",Basile Charles Le Roy,https://art.thewalters.org/browse/creator/bc-le-roy,,," (French, 1765 - 1839)",30420
7360,"Le Roy, Julien",Julien Le Roy,https://art.thewalters.org/browse/creator/julien-le-roy,male,," (French, 1686-1759)",21387|22336|10425|20169
4540,"LeGuay, Étienne-Henri",Étienne-Henri LeGuay,https://art.thewalters.org/browse/creator/atienne-henri-leguay,male,," (French, 1719-ca. 1799)",21080|27523|34223|77457
15116,Leafless Group,Leafless Group,https://art.thewalters.org/browse/creator/leafless-group,,," (Greek, active 5th century BCE)",18719
21277,"Lebedkin, Ivan",Ivan Lebedkin,https://art.thewalters.org/browse/creator/ivan-lebedkin,,,,82506
8229,"Leclerc, Nicholas",Nicholas Leclerc,https://art.thewalters.org/browse/creator/nicholas-leclerc,male,," (French, active 1487-1507)",11865
6889,"Lecomte, Félix",Félix Lecomte,https://art.thewalters.org/browse/creator/fclix-lecomte,male,," (French, 1737-1817)",35563
18030,"Lee, Frederick Richard R. A.","Frederick Richard Lee, R. A.",https://art.thewalters.org/browse/creator/frederick-richard-lee-r-a,male,," (British, 1798-1879)",5210
4614,"Leel, Adolf",Adolf Leel,https://art.thewalters.org/browse/creator/adolf-leel,,," (German, 19th century)",10569
4603,"Lefevre, Adolphe-René",Adolphe-René Lefevre,https://art.thewalters.org/browse/creator/adolphe-renc-lefevre,male,," (French, 1834-1868)",19370
31558,"Lefèvre, Raoul",Raoul Lefèvre,https://art.thewalters.org/browse/creator/raoul-lefrvre,,," (French, fl.1460)",87888
8378,"Legnani, Stefano Maria",Stefano Maria Legnani,https://art.thewalters.org/browse/creator/stefano-maria-legnani,male,," (Italian, 1660-1715)",2296
5012,"Legrand, Pierre Nicolas",Pierre Nicolas Legrand,https://art.thewalters.org/browse/creator/pierre-nicolas-legrand,male,," (French, 1758-1829)",8461
2157,"Leigeb, Gottfried",Gottfried Leigeb,https://art.thewalters.org/browse/creator/gottfried-leigeb,male,," (German, 1630-1682)",13203
36467,"Leighton, Frederic",Frederic Leighton,https://art.thewalters.org/browse/creator/frederic-leighton,,," (British, 1830 - 1896)",103543
31977,"Leinberger, Hans",Hans Leinberger,https://art.thewalters.org/browse/creator/hans-leinberger,,," (German, active 1511 - 1530)",27282
3527,"Lejeune, Henry A.R.A.",Henry Lejeune,https://art.thewalters.org/browse/creator/henry-lejeune,male,," (English, 1820-1904)",39782
36488,"Leloy, Jean-Charles-François",Jean-Charles-François Leloy,https://art.thewalters.org/browse/creator/jean-charles-franois-leloy,,," (French, 1774 - 1846)",36491
2299,"Lely, Peter",Peter Lely,https://art.thewalters.org/browse/creator/peter-lely,male,," (Dutch, 1618-1680)",15817|6571|3342|6571
4048,"Lemaire, Jean-Michel",Jean-Michel Lemaire,https://art.thewalters.org/browse/creator/jean-michel-lemaire,,," (French, active 1721)",18401
21279,Lemercier & Cie,Lemercier & Cie,https://art.thewalters.org/browse/creator/lemercier--cie,,," (French (Paris), 19th century)",37147
6414,"Lemmens, Théophile-Victor-Emile",Théophile-Victor-Émile Lemmens,https://art.thewalters.org/browse/creator/thcophile-victor-amile-lemmens,male,," (French, 1821-1867)",27757|11774|36329|33562
3912,"Lemoine-Benoit, Victor-Philippe François",Victor-Philippe François Lemoine-Benoit,https://art.thewalters.org/browse/creator/victor-philippe-franbois-lemoine-benoit,male,," (French, active 1831-1850)",12787
5898,"Lemoyne, Jean-Baptiste the younger","Jean-Baptiste Lemoyne, the younger",https://art.thewalters.org/browse/creator/jean-baptiste-lemoyne-the-younger,male,," (French, 1704-1778)",15617
1901,"Lenckhardt, Adam",Adam Lenckhardt,https://art.thewalters.org/browse/creator/adam-lenckhardt,male,," (German, 1610-1661)",35053
6381,"Leng, Mei",Leng Mei,https://art.thewalters.org/browse/creator/leng-mei,,," (Chinese, active 1677-1742)",21428
4021,"Lenhendrick, Louis-Joseph",Louis-Joseph Lenhendrick,https://art.thewalters.org/browse/creator/louis-joseph-lenhendrick,male,," (French, died 1783)",77425
4256,"Leoni, Leone",Leone Leoni,https://art.thewalters.org/browse/creator/leone-leoni,male,," (Italian, ca. 1509-1590)",6965|39228|26478|35249
15609,"Lepaute, Jean-André",Jean-André Lepaute,https://art.thewalters.org/browse/creator/jean-andrc-lepaute,,," (French, 1709-1789)",4526
2275,"Leprince, Robert Léopold",Robert Léopold Leprince,https://art.thewalters.org/browse/creator/robert-lcopold-leprince,male,," (French, 1800-1847)",20308
15476,"Leroux, John",John Leroux,https://art.thewalters.org/browse/creator/john-leroux,,, (active ca. 1750-1800),36428
33264,Les Amis des Livres,Les Amis des Livres,https://art.thewalters.org/browse/creator/les-amis-des-livres,,,,88124
4736,"Lesaint, Charles Louis",Charles Louis Lesaint,https://art.thewalters.org/browse/creator/charles-louis-lesaint,male,," (French, 1795-after 1843)",7721
2423,"Leslie, Charles Robert",Charles Robert Leslie,https://art.thewalters.org/browse/creator/charles-robert-leslie,male,," (English, 1794-1859)",12357|20425
7640,"Leutze, Emanuel Gottlieb",Emanuel Leutze,https://art.thewalters.org/browse/creator/emanuel-leutze,male,," (German, 1816-1868)",40001
15540,Levantine,Levantine,https://art.thewalters.org/browse/creator/levantine,,,,13913|26490|10770|22346|27843|5987|33808
6919,"Leveque, Edmond",Edmond Leveque,https://art.thewalters.org/browse/creator/edmond-leveque,,, (1814-1875),34768|15548
8550,"Lewis, Edmonia",Edmonia Lewis,https://art.thewalters.org/browse/creator/edmonia-lewis,female,"Edmonia Lewis, the first African-American sculptor to receive national recognition, was born in the village of Greenbush, near Albany, New York. Her father was Haitian, and her mother was partly Native American, of the Chippewa tribe, and partly African American. Lewis attended Oberlin College in Ohio and in 1863 moved to Boston, where she received instruction from the sculptor Edward Brackett. Two years later, she left the United States for Rome. She adopted the prevailing neoclassical style of sculpture, as seen in this nude bust, but softened it with a degree of naturalism, as reflected in the rendering of the facial features. Most sculptors relied on the local craftsmen actually to carve their works, but Lewis, sensitive to speculation that she was not responsible for her sculptures, carved them personally. She had a successful career, specializing in biblical subjects, themes recalling her Native American and African ancestry, and portrait busts. Her sculpture ""The Death of Cleopatra"" was favorably received when it was shown at the Philadelphia Centennial Exhibition in 1876."," (American, 1844-1907)",6301
1942,"Leyniers, Daniel, II",Daniel Leyniers II,https://art.thewalters.org/browse/creator/daniel-leyniers-ii,male,," (Belgian, 1669-1728)",12196
8331,"Leys, Jean August Hendrik",Jean August Hendrik Leys,https://art.thewalters.org/browse/creator/jean-august-hendrik-leys,male,," (Belgian, 1815-1869)",7985|39975
18148,"Li, Anzhong",Li Anzhong,https://art.thewalters.org/browse/creator/li-anzhong,,," (Chinese, active 12th century)",38524
2269,"Li, Cheng",Li Cheng,https://art.thewalters.org/browse/creator/li-cheng,,," (Chinese, 919-967)",17704
18003,"Li, Gonglin",Li Gonglin,https://art.thewalters.org/browse/creator/li-gonglin,,," (Chinese, 1040-1106)",468|31051|25877
17954,"Li, Shan",Li Shan,https://art.thewalters.org/browse/creator/li-shan,,,,1463
17986,"Li, Shida",Li Shida,https://art.thewalters.org/browse/creator/li-shida,male,," (Chinese, active ca. 1580-1620)",22811
18145,"Liang, Kai",Liang Kai,https://art.thewalters.org/browse/creator/liang-kai,,," (Chinese, active 13th century)",17331
6777,"Lieferinxe, Josse",Josse Lieferinxe,https://art.thewalters.org/browse/creator/josse-lieferinxe,male,," (French, active 1493-1505)",6193
3071,"Lieutaud, B.",B. Lieutaud,https://art.thewalters.org/browse/creator/b-lieutaud,,,,12839
3456,"Lievensz., Jan",Jan Lievensz.,https://art.thewalters.org/browse/creator/jan-lievensz,male,," (Dutch, 1607-1674)",30268
31474,Limbourg Brothers,Limbourg Brothers,https://art.thewalters.org/browse/creator/limbourg-brothers,,," (North Netherlandish, active 1400 - 1416)",23655
3473,"Limosin, François I",François Limosin I,https://art.thewalters.org/browse/creator/franbois-limosin-i,male,," (French, ca. late 16th century)",20359
5070,"Limosin, François III",François Limosin III,https://art.thewalters.org/browse/creator/franbois-limosin-iii,,," (French, active mid 17th century)",10277
15374,"Limosin, Jean I",Jean Limosin I,https://art.thewalters.org/browse/creator/jean-limosin-i,male,," (French, active 1597-1619)",38273|28164|31105|31749|25558|80154
17007,"Limosin, Jean II",Jean Limosin II,https://art.thewalters.org/browse/creator/jean-limosin-ii,,," (French, active ca. early 17th century)",31105|26631|17564|11704|25558|20135
6425,"Limosin, Joseph",Joseph Limosin,https://art.thewalters.org/browse/creator/joseph-limosin,male,," (French, c. 1595 - c. 1636)",21618|80108|77474
4231,"Limosin, Léonard",Léonard Limosin,https://art.thewalters.org/browse/creator/lconard-limosin,male,," (French, ca. 1505-ca. 1575)",7454|27645|38537|31139|3913|9655|11910|40627|28312|32218|341|28332|40269|22024|37949
3954,"Limosin, Léonard II",Léonard Limosin II,https://art.thewalters.org/browse/creator/lconard-limosin-ii,male,," (French, active ca. early 17th century)",23700|30396
36502,Linthorpe Art Pottery,Linthorpe Art Pottery,https://art.thewalters.org/browse/creator/linthorpe-art-pottery,,,,103646|103668
6707,"Lippi, Filippo",Filippo Lippi,https://art.thewalters.org/browse/creator/filippo-lippi,male,," (Italian, ca. 1406-1469)",22808|22808
3222,"Liu, T'ung hsun",Liu T'ung hsun,https://art.thewalters.org/browse/creator/liu-tung-hsun,,,,11060
2895,"Liu, Tu",Liu Tu,https://art.thewalters.org/browse/creator/liu-tu,,,,29548
4354,"Liubavin, Alexander Benedictovich",Alexander Benedictovich Liubavin,https://art.thewalters.org/browse/creator/alexander-benedictovich-liubavin,,,,82256
7270,"Livius, Titus",Titus Livius,https://art.thewalters.org/browse/creator/titus-livius,,," (Roman, 59 BC-AD 17)",23530
21278,"Liédet, Loyset",Loyset Liédet,https://art.thewalters.org/browse/creator/loyset-licdet,,," (Netherlandish, ca. 1420-1479)",25361|31383
8058,"Lodi, Giovanni Agostino da",Giovanni Agostino da Lodi,https://art.thewalters.org/browse/creator/giovanni-agostino-da-lodi,male,," (Italian, active ca. 1467-ca. 1524)",3229
2022,Loetz,Loetz,https://art.thewalters.org/browse/creator/loetz,,,,30138
1883,"Loire, Léon Henri Antoine",Léon Henri Antoine Loire,https://art.thewalters.org/browse/creator/lcon-henri-antoine-loire,male,," (French, 1821-1898)",24967|26258|38008|36105|14418
7163,Lombard,Lombard,https://art.thewalters.org/browse/creator/lombard,,,,28957|26330|24425|34620
7716,"Lombard, Peter",Peter Lombard,https://art.thewalters.org/browse/creator/peter-lombard,,,,23903|11515|22176|29482|21372|16949
4685,"Lombardo, Pietro",Pietro Lombardo,https://art.thewalters.org/browse/creator/pietro-lombardo,male,," (Italian,  ca. 1435-1515)",30565
2362,Lombardy,Lombardy,https://art.thewalters.org/browse/creator/lombardy,,, (Italian),14707|4272|2120|15990
18869,"London B495, Class of",Class of London B495,https://art.thewalters.org/browse/creator/class-of-london-b495,,," (Greek, 6th-5th century BC)",18553
6754,"London D 12, Painter of",Painter of London D 12,https://art.thewalters.org/browse/creator/painter-of-london-d-12,,," (Greek, active ca. 480-450 BCE)",19953
5527,"London E 342, Painter of",Painter of London E 342,https://art.thewalters.org/browse/creator/painter-of-london-e-342,,," (Greek, active ca. 475-450 BCE)",30004
3159,"London F 1, Painter of",Painter of London F 1,https://art.thewalters.org/browse/creator/painter-of-london-f-1,,," (Greek, active ca. 400-366 BCE)",306
3784,"Long, Robert Cary Jr.","Robert Cary Long, Jr.",https://art.thewalters.org/browse/creator/robert-cary-long-jr,,," (American, ca. 1810-1849)",21198|17267
5338,"Longhi, Barbara",Barbara Longhi,https://art.thewalters.org/browse/creator/barbara-longhi,female,," (Italian, 1552-ca. 1638)",11457
6208,"Longhi, Pietro",Pietro Longhi,https://art.thewalters.org/browse/creator/pietro-longhi,male,," (Italian, ca. 1701-1785)",24621|8243
18200,"Lonsdale, James",James Lonsdale,https://art.thewalters.org/browse/creator/james-lonsdale,male,," (English, 1777-1839)",7907
7092,"Loo, Carle van",Carle van Loo,https://art.thewalters.org/browse/creator/carle-van-loo,male,," (French, 1705-1765)",26408|24490
